symbol,earning_date,expirt_date,time_difference,pre_earning_iv,post_earning_iv,iv_change,post_earning_vol
RBLX,2025-05-01,2025-05-09,8,0.4731498,0.33032897,-0.14282083,0.5954952573546436
RBLX,2025-05-01,2025-05-02,1,0.5507857,0.28906962,-0.26171608,0.4771305417618542
JCI,2025-05-07,2025-06-20,44,0.3171455,0.31030962,-0.006835880000000016,0.18713925534076334
JCI,2025-05-07,2025-05-16,9,0.372809,0.28052476,-0.09228424000000002,0.16594666389030993
BNS,2025-05-27,2025-07-18,52,0.16577983,0.164315,-0.0014648300000000003,0.09818342382410762
BNS,2025-05-27,2025-06-20,24,0.16846535,0.17432466,0.005859309999999979,0.10107192069043813
EPD,2025-04-29,2025-05-23,24,0.30957723,0.21533988,-0.09423734999999997,0.19933836490810858
EPD,2025-04-29,2025-05-16,17,0.32422552,0.2749096,-0.04931592000000001,0.20649564869176137
EPD,2025-04-29,2025-05-09,10,0.101571485,0.268562,0.166990515,0.2577519055223783
EPD,2025-04-29,2025-05-02,3,0.2109454,0.27735096,0.06640555999999997,0.26495273209441605
ADSK,2025-05-22,2025-07-18,57,0.4757743,0.28397322,-0.19180107999999996,0.14427115457086817
ADSK,2025-05-22,2025-06-27,36,0.38403937,0.26813477,-0.11590459999999997,0.14427115457086817
ADSK,2025-05-22,2025-06-20,29,0.5075123,0.28565168,-0.22186062,0.1277834358008772
ADSK,2025-05-22,2025-06-13,22,0.37573865,0.28607893,-0.08965972,0.13331548401693374
ADSK,2025-05-22,2025-06-06,15,0.4261532,0.3617007,-0.06445250000000002,0.16122141548849575
ADSK,2025-05-22,2025-05-30,8,0.49780777,0.25940683,-0.23840094,0.23462634308979113
ADSK,2025-05-22,2025-05-23,1,1.660402,0.15650257,-1.50389943,
CNQ,2025-05-08,2025-06-20,43,0.35205725,0.32080758,-0.031249670000000007,0.29063011090256924
CNQ,2025-05-08,2025-05-30,22,0.33203793,0.44873598,0.11669805,0.31753971197983294
CNQ,2025-05-08,2025-05-23,15,0.45215392,0.33496758,-0.11718634,0.35636141311627734
CNQ,2025-05-08,2025-05-16,8,0.33496758,0.27735096,-0.05761662000000001,0.43186491918830966
CNQ,2025-05-08,2025-05-09,1,0.4277401,0.50195813,0.07421802999999999,0.31061759845195264
CM,2025-05-29,2025-07-18,50,0.1729819,0.2231523,0.050170400000000004,0.10081652749659231
CM,2025-05-29,2025-06-20,22,0.21387506,0.39160764,0.17773257999999997,0.09516212908849506
EOG,2025-05-01,2025-06-20,50,0.37683728,0.42114836,0.04431108,0.24866514497715403
EOG,2025-05-01,2025-05-30,29,0.316291,0.34058276,0.024291759999999996,0.20117570879516214
EOG,2025-05-01,2025-05-16,15,0.4526422,0.39795524,-0.05468696000000001,0.22638479423586422
EOG,2025-05-01,2025-05-02,1,0.66015965,0.5976603,-0.062499349999999954,0.2192376547520182
ING,2025-05-02,2025-06-20,49,0.28955787,0.33594415,0.04638628,0.26186519333259634
ING,2025-05-02,2025-05-16,14,0.33985037,0.3261786,-0.013671770000000028,0.37016333395934753
CNI,2025-05-01,2025-06-20,50,0.42603114,0.25855234,-0.16747879999999998,0.26298439275332397
CNI,2025-05-01,2025-05-16,15,0.24365991,0.2973703,0.05371038999999997,0.3878657254782508
NET,2025-05-08,2025-06-20,43,0.6777376,0.39380488,-0.28393272,0.38806705350684845
NET,2025-05-08,2025-06-13,36,0.6794466,0.35925934,-0.32018726000000003,0.3985061600975706
NET,2025-05-08,2025-06-06,29,0.73327905,0.35571933,-0.37755972000000004,0.360481151082226
NET,2025-05-08,2025-05-30,22,0.4104063,0.43774977,0.02734346999999998,0.3959189709492485
NET,2025-05-08,2025-05-23,15,0.43189046,0.3823304,-0.04956005999999996,0.4491762246970504
NET,2025-05-08,2025-05-16,8,1.1220747,0.33594415,-0.78613055,0.4577920461853907
NET,2025-05-08,2025-05-09,1,2.0322316,0.28028065,-1.75195095,0.4653721577989758
EQNR,2025-04-30,2025-06-20,51,0.31445998,0.31250688,-0.0019530999999999854,0.31056415812716276
EQNR,2025-04-30,2025-05-16,16,0.3613345,0.3662173,0.0048828000000000205,0.30038175837560027
VST,2025-05-07,2025-06-20,44,0.5826458,0.628971,0.046325199999999955,0.4632496438733429
VST,2025-05-07,2025-06-13,37,0.5197802,0.59155685,0.07177665,0.493678760836925
VST,2025-05-07,2025-06-06,30,0.50818366,0.58032644,0.07214277999999996,0.5092062727885207
VST,2025-05-07,2025-05-30,23,0.5037891,0.52393055,0.020141450000000005,0.5267168172810428
VST,2025-05-07,2025-05-23,16,0.5327195,0.60644925,0.07372975000000004,0.584252929017785
VST,2025-05-07,2025-05-16,9,0.55981886,0.6232948,0.06347594000000001,0.6622973114411443
VST,2025-05-07,2025-05-09,2,0.5993692,0.528325,-0.0710442,0.4340124276574062
HLT,2025-04-29,2025-07-18,80,0.3390264,0.27411616,-0.06491024000000001,0.2485441457054885
HLT,2025-04-29,2025-06-20,52,0.32947448,0.30487755,-0.024596930000000017,0.25048952401131186
HLT,2025-04-29,2025-05-16,17,0.3466862,0.34979898,0.0031127799999999817,0.2729024024598382
APD,2025-05-01,2025-06-20,50,0.27918202,0.25824717,-0.02093484999999995,0.1988109372353549
APD,2025-05-01,2025-05-16,15,0.3388738,0.48828638,0.14941258000000002,0.23488355361328478
CARR,2025-05-01,2025-06-20,50,0.33789724,0.3325262,-0.005371039999999994,0.38915645459484793
CARR,2025-05-01,2025-05-16,15,0.33789724,0.3298407,-0.008056540000000001,0.5307753143924682
MRVL,2025-05-29,2025-07-18,50,0.64111686,0.51965815,-0.12145870999999997,0.5696412650554858
MRVL,2025-05-29,2025-07-03,35,0.7038604,0.54053193,-0.16332847000000006,0.5696412650554858
MRVL,2025-05-29,2025-06-27,29,0.73633075,0.52270985,-0.2136209,0.5696412650554858
MRVL,2025-05-29,2025-06-20,22,0.78149635,0.5148974,-0.26659895,0.5592564374393988
MRVL,2025-05-29,2025-06-13,15,0.8417985,0.5249071,-0.31689140000000005,0.5292500521267295
MRVL,2025-05-29,2025-06-06,8,1.0024464,0.48291534,-0.5195310599999999,0.6473135259532352
MRVL,2025-05-29,2025-05-30,1,1.7763683,0.27539787,-1.50097043,0.49103706040552886
BCS,2025-04-30,2025-06-20,51,0.45313048,0.40967387,-0.04345661000000001,0.21066471321429242
BCS,2025-04-30,2025-05-16,16,0.45117736,0.43945873,-0.011718630000000008,0.19924811063022954
WDAY,2025-05-22,2025-07-18,57,0.44708806,0.4199277,-0.027160359999999995,0.5121496074292011
WDAY,2025-05-22,2025-06-27,36,0.45184875,0.422247,-0.029601750000000038,0.5121496074292011
WDAY,2025-05-22,2025-06-20,29,0.49854016,0.45313048,-0.04540968000000001,0.526180909091543
WDAY,2025-05-22,2025-06-13,22,0.5157519,0.30042204,-0.21532986000000004,0.5873081648596872
WDAY,2025-05-22,2025-06-06,15,0.5430344,0.4904836,-0.05255080000000001,0.6873886801351258
WDAY,2025-05-22,2025-05-30,8,0.68262035,0.54297334,-0.13964701000000002,0.9433917698561902
WDAY,2025-05-22,2025-05-23,1,1.3667024,0.4660698,-0.9006326000000001,1.6478960592818284
CRH,2025-05-05,2025-06-20,46,0.3581607,0.34009448,-0.01806622000000002,0.2812713444432009
CRH,2025-05-05,2025-05-30,25,0.32056344,0.39209592,0.07153248000000001,0.32377946001946806
CRH,2025-05-05,2025-05-23,18,0.31934273,0.34790692,0.02856418999999999,0.32430526523563813
CRH,2025-05-05,2025-05-16,11,0.46777877,0.32324895,-0.14452982000000003,0.38016244587399134
CRH,2025-05-05,2025-05-09,4,0.58350027,0.3930725,-0.19042777000000005,0.4180818968195713
CSX,2025-04-16,2025-05-02,16,,0.36719382,,0.19885714312131858
AZO,2025-05-27,2025-07-18,52,0.29851088,0.24386208,-0.05464879999999997,0.1967866267833776
AZO,2025-05-27,2025-06-20,24,0.22729884,0.2702023,0.042903460000000004,0.1918793020932614
SPG,2025-05-12,2025-06-20,39,0.25489026,0.23682404,-0.018066219999999966,0.2887742711074626
SPG,2025-05-12,2025-05-16,4,0.49341327,0.3676821,-0.12573117,0.6517425377565704
LYG,2025-05-01,2025-05-16,15,0.9218758,0.87500125,-0.04687455000000007,0.43868945008522403
AXON,2025-05-07,2025-06-20,44,0.53815156,0.39684135,-0.14131021,0.43601293425569615
AXON,2025-05-07,2025-05-16,9,0.8899547,0.42709923,-0.46285547,0.7299953306981998
ROP,2025-04-28,2025-05-16,18,0.36972675,0.33856863,-0.03115812000000001,0.16160005608294511
MNST,2025-05-08,2025-06-20,43,0.34009448,0.2487868,-0.09130767999999997,0.17605729229673658
MNST,2025-05-08,2025-06-06,29,0.37549454,0.25537854,-0.120116,0.1733855652142375
MNST,2025-05-08,2025-05-30,22,0.40381455,0.2793041,-0.12451045,0.18772487612484778
MNST,2025-05-08,2025-05-16,8,0.5659223,0.4335994,-0.13232289999999997,0.2970828596983107
MNST,2025-05-08,2025-05-09,1,1.0742234,0.44727114,-0.6269522599999999,
AEM,2025-04-24,2025-05-16,22,0.3835511,0.3665835,-0.01696759999999997,0.5057479209099549
AEM,2025-04-24,2025-05-02,8,0.52393055,0.34180346,-0.18212709,0.3159040421694794
DLR,2025-04-24,2025-06-06,43,0.381598,0.32764345,-0.05395454999999999,0.1611032468461988
REGN,2025-04-29,2025-05-16,17,0.31409377,0.42255217,0.10845840000000001,0.6944855406010783
REGN,2025-04-29,2025-05-09,10,0.45044494,0.42001924,-0.0304257,0.668616717951713
REGN,2025-04-29,2025-05-02,3,0.57715267,0.49060568,-0.08654699000000005,0.8478323707461687
NXPI,2025-04-28,2025-05-16,18,0.52100086,0.44165596,-0.0793449,0.524364616827292
NXPI,2025-04-28,2025-05-09,11,0.53613746,0.5022023,-0.033935159999999964,0.48021598183346886
NXPI,2025-04-28,2025-05-02,4,0.73169214,0.47754428,-0.25414786000000006,0.6463260018617203
ARES,2025-05-05,2025-06-20,46,0.38843384,0.29938444,-0.0890494,0.2943252514709613
ARES,2025-05-05,2025-05-16,11,0.46631393,0.45044494,-0.01586898999999997,0.3715957678092503
FDX,2025-06-24,2025-07-25,31,0.5137378,0.28443098,-0.22930682000000002,
FDX,2025-06-24,2025-07-18,24,0.43774977,0.27643546,-0.16131430999999996,
FDX,2025-06-24,2025-07-11,17,0.4913381,0.27808338,-0.21325472,
FDX,2025-06-24,2025-07-03,9,0.6506383,0.2978586,-0.35277970000000003,
FDX,2025-06-24,2025-06-27,3,0.8681654,0.32251653,-0.54564887,
COR,2025-05-07,2025-06-20,44,0.31787792,0.3128731,-0.005004819999999965,0.29542338854806305
COR,2025-05-07,2025-05-16,9,0.31812206,0.38098764,0.06286558000000003,0.5463950513449054
PWR,2025-05-01,2025-06-20,50,0.43204305,0.38730472,-0.04473832999999999,0.32681409753899915
PWR,2025-05-01,2025-05-16,15,0.46704635,0.41657078,-0.050475570000000025,0.4591254914351519
CHTR,2025-04-25,2025-05-16,21,0.41687596,0.425787,0.008911040000000037,0.45043067943065546
DB,2025-04-29,2025-07-18,80,0.33350277,0.33740896,0.003906189999999976,0.26796120024992615
DB,2025-04-29,2025-06-20,52,0.33008483,0.32910827,-0.0009765600000000152,0.27156080587435705
DB,2025-04-29,2025-05-16,17,0.4335994,0.42285734,-0.010742059999999998,0.24722018002589705
AFL,2025-04-30,2025-05-16,16,0.55273885,0.2741772,-0.27856165,0.26892781803836846
AFL,2025-04-30,2025-05-09,9,0.37329727,0.2251054,-0.14819187,0.31833307359075386
AFL,2025-04-30,2025-05-02,2,0.66894865,0.8417985,0.17284984999999997,0.5570104605776177
TEAM,2025-05-01,2025-06-20,50,0.5027515,0.50195813,-0.0007933700000000155,0.4539253010607601
TEAM,2025-05-01,2025-06-06,36,0.7719749,0.5042774,-0.26769750000000003,0.4784843399055817
TEAM,2025-05-01,2025-05-30,29,0.8106098,0.501775,-0.3088348000000001,0.5028201964133181
TEAM,2025-05-01,2025-05-23,22,0.7817405,0.4984181,-0.2833224,0.5203403052137539
TEAM,2025-05-01,2025-05-16,15,0.54053193,0.5284471,-0.012084830000000046,0.6078357719548563
TEAM,2025-05-01,2025-05-09,8,1.0415087,0.5432175,-0.49829120000000005,0.5745849929845533
TEAM,2025-05-01,2025-05-02,1,2.4514198,0.5170947,-1.9343251000000001,1.0945234019291472
MFC,2025-05-07,2025-06-20,44,0.26123786,0.2563551,-0.004882759999999986,0.21105774126398888
MFC,2025-05-07,2025-05-16,9,0.43848217,0.34766278,-0.09081939,0.2180829331624044
NWG,2025-05-02,2025-06-20,49,0.38379523,0.3925842,0.008788970000000007,0.2240310120819893
NWG,2025-05-02,2025-05-16,14,0.4355525,0.48047394,0.04492143999999998,0.22206432979887933
MET,2025-04-30,2025-07-18,79,0.31445998,0.28150132,-0.03295865999999997,0.20249795879827223
MET,2025-04-30,2025-06-20,51,0.2484206,0.29761446,0.049193860000000034,0.2052518103730639
MET,2025-04-30,2025-05-16,16,0.32593447,0.29834685,-0.02758761999999998,0.2230453193761677
MPC,2025-05-06,2025-06-06,31,0.33667657,0.3258124,-0.010864170000000006,0.2987937640136737
MPC,2025-05-06,2025-05-30,24,0.33362484,0.3206855,-0.012939339999999966,0.29377225358474807
MPC,2025-05-06,2025-05-23,17,0.3416814,0.3700014,0.028319999999999956,0.30271714524396637
MPC,2025-05-06,2025-05-16,10,0.3909973,0.37818006,-0.012817240000000008,0.2861942427167515
DDOG,2025-05-06,2025-06-20,45,0.46533737,0.43860424,-0.026733129999999994,0.3952547006219803
DDOG,2025-05-06,2025-06-13,38,0.4865774,0.35767245,-0.12890495000000002,0.3992939520270007
DDOG,2025-05-06,2025-06-06,31,0.44165596,0.4135801,-0.028075860000000008,0.4172223810569395
DDOG,2025-05-06,2025-05-30,24,0.48315945,0.4372615,-0.045897949999999965,0.47496889683496757
DDOG,2025-05-06,2025-05-23,17,0.48877466,0.4482477,-0.04052696,0.5398423911458874
DDOG,2025-05-06,2025-05-16,10,0.5114795,0.4687553,-0.04272419999999999,0.6807147236851135
DDOG,2025-05-06,2025-05-09,3,0.56616646,0.4668022,-0.09936426000000004,0.3380319614161788
LNG,2025-05-08,2025-06-20,43,0.3695742,0.3680483,-0.0015259000000000245,0.257261741657899
LNG,2025-05-08,2025-05-16,8,0.3281317,0.5145312,0.18639949999999994,0.15830692887137462
PAYX,2025-06-25,2025-07-18,23,0.24585715,0.20374331,-0.042113839999999986,
CTVA,2025-05-07,2025-06-20,44,0.37427384,0.23194127,-0.14233257000000002,0.2186374857437497
CTVA,2025-05-07,2025-05-16,9,0.60937893,0.3330145,-0.27636443,0.3713958439814242
ALL,2025-04-30,2025-07-18,79,0.31671825,0.27130857,-0.04540967999999995,0.20068443387885196
ALL,2025-04-30,2025-06-20,51,0.32904723,0.24573508,-0.08331215000000003,0.1993013330669667
ALL,2025-04-30,2025-05-16,16,0.4032042,0.40186146,-0.001342740000000009,0.15646951031774953
O,2025-05-05,2025-06-20,46,0.22412886,0.22364058,-0.0004882800000000076,0.13852150143493797
O,2025-05-05,2025-05-16,11,0.28613997,0.25293717,-0.03320280000000003,0.17690433761498514
PSA,2025-04-30,2025-06-20,51,0.2542494,0.32074654,0.06649714000000001,0.18601856115501503
PSA,2025-04-30,2025-05-16,16,0.27436027,0.40845317,0.13409289999999996,0.18458303718720293
PSX,2025-04-25,2025-05-30,35,0.49438983,0.3361883,-0.15820152999999998,0.43905427154956905
PSX,2025-04-25,2025-05-23,28,0.5284471,0.35718417,-0.17126292999999992,0.4714467226304688
PSX,2025-04-25,2025-05-16,21,0.47180703,0.36316556,-0.10864147000000002,0.3953291365551689
PSX,2025-04-25,2025-05-09,14,0.41968355,0.40698835,-0.012695200000000018,0.2799030068950808
PSX,2025-04-25,2025-05-02,7,0.45874566,0.3823304,-0.07641525999999998,0.29120355641644013
AMP,2025-04-24,2025-09-19,148,0.36188382,0.34006396,-0.021819860000000024,0.21684677587504206
AMP,2025-04-24,2025-06-20,57,0.33641717,0.35013467,0.013717499999999994,0.21645590580816196
URI,2025-04-23,2025-05-16,23,0.4874624,0.4309444,-0.05651800000000001,0.4471931893791557
OKE,2025-04-29,2025-06-20,52,0.36560693,0.31177446,-0.05383247000000002,0.29444309777473177
OKE,2025-04-29,2025-05-16,17,0.55102986,0.30811238,-0.24291747999999996,0.39168696383450846
PCAR,2025-04-29,2025-06-20,52,0.33545586,0.34741864,0.011962780000000006,0.24326937865670015
PCAR,2025-04-29,2025-05-16,17,0.32593447,0.34033862,0.014404150000000004,0.3043582101687867
GM,2025-04-29,2025-05-16,17,0.4379939,0.43652907,-0.0014648299999999725,0.3125334666441937
GM,2025-04-29,2025-05-09,10,0.50732917,0.4687553,-0.03857387000000001,0.31269088677075935
GM,2025-04-29,2025-05-02,3,0.6679721,0.64355826,-0.02441383999999991,0.2912830951058361
BDX,2025-05-01,2025-06-20,50,0.3985656,0.33936208,-0.05920352000000001,0.5853343415840442
BDX,2025-05-01,2025-05-16,15,0.58520925,0.4794974,-0.10571185,1.019093803558378
GWW,2025-05-01,2025-06-20,50,0.23015602,0.22868356,-0.001472459999999981,0.19943735773604462
GWW,2025-05-01,2025-05-16,15,0.23377231,0.36405054,0.13027822999999997,0.23940492580370787
TRP,2025-05-01,2025-05-16,15,0.24414818,0.20410952,-0.040038660000000004,0.28437788738133885
FLUT,2025-05-07,2025-06-20,44,0.4619805,0.44464666,-0.01733383999999999,0.3654429042236544
FLUT,2025-05-07,2025-05-16,9,0.33814138,0.50818366,0.17004228000000005,0.4467028208639235
ZS,2025-05-29,2025-07-18,50,0.40820906,0.32288274,-0.08532632000000001,0.4274144505067235
ZS,2025-05-29,2025-07-03,35,0.30860066,0.33032897,0.021728309999999973,0.4274144505067235
ZS,2025-05-29,2025-06-27,29,0.42548183,0.3523014,-0.07318043000000002,0.4274144505067235
ZS,2025-05-29,2025-06-20,22,0.44605047,0.28906962,-0.15698084999999995,0.4381936626210953
ZS,2025-05-29,2025-06-13,15,0.27710685,0.2804027,0.003295849999999989,0.49291733951036965
ZS,2025-05-29,2025-06-06,8,0.5981485,0.26074958,-0.33739892,0.5938954566365371
ZS,2025-05-29,2025-05-30,1,1.0656785,0.12696186,-0.93871664,1.1616332735491939
SRE,2025-05-08,2025-05-16,8,0.23731232,0.39551386,0.15820154,0.17091292468780409
D,2025-05-01,2025-06-20,50,0.27271235,0.2666089,-0.00610345000000001,0.19022004063797604
D,2025-05-01,2025-05-16,15,0.28272203,0.44434148,0.16161945,0.1713100460553433
AIG,2025-05-01,2025-06-20,50,0.2606275,0.25049576,-0.01013174,0.208912702145573
AIG,2025-05-01,2025-05-23,22,0.28101304,0.28687236,0.005859320000000001,0.21515071244873898
AIG,2025-05-01,2025-05-16,15,0.6206093,0.2583082,-0.36230110000000004,0.2370303007126666
AIG,2025-05-01,2025-05-09,8,0.52783674,0.28174546,-0.24609128000000002,0.24939348274806813
AIG,2025-05-01,2025-05-02,1,0.58789474,0.42676353,-0.16113120999999997,0.4789198538956587
CPRT,2025-05-22,2025-06-20,29,0.34863934,0.379889,0.031249659999999957,0.505280460278622
TGT,2025-05-21,2025-07-18,58,0.3830628,0.3689028,-0.014160000000000006,0.38035632828092003
TGT,2025-05-21,2025-06-27,37,0.3894104,0.362189,-0.027221400000000007,0.38035632828092003
TGT,2025-05-21,2025-06-20,30,0.37769178,0.3562076,-0.021484179999999964,0.3876755290613454
TGT,2025-05-21,2025-06-13,23,0.4035704,0.36475244,-0.038817959999999985,0.41369242778201587
TGT,2025-05-21,2025-06-06,16,0.3803773,0.37036762,-0.010009679999999965,0.40711190529575186
TGT,2025-05-21,2025-05-30,9,0.37378556,0.32593447,-0.04785109000000004,0.42322308031855754
TGT,2025-05-21,2025-05-23,2,0.41455662,0.31348342,-0.10107319999999997,0.6017213430121765
F,2025-05-05,2025-06-13,39,0.33203793,0.27735096,-0.05468697,0.2616088540796731
F,2025-05-05,2025-06-06,32,0.3574283,0.26367924,-0.09374906,0.2586151591506987
F,2025-05-05,2025-05-30,25,0.38477176,0.24610129,-0.13867047000000002,0.2152131266839154
F,2025-05-05,2025-05-23,18,0.40430284,0.2539137,-0.15038913999999998,0.22598855916501634
F,2025-05-05,2025-05-16,11,0.45313048,0.24219508,-0.2109354,0.2007463625651531
F,2025-05-05,2025-05-09,4,0.6679721,0.28906962,-0.37890247999999993,0.3039607779832472
VEEV,2025-05-28,2025-07-18,51,0.39697868,0.31684032,-0.08013835999999996,0.6803642840257307
VEEV,2025-05-28,2025-06-20,23,0.48627222,0.2887034,-0.19756881999999998,0.7004860431068561
JD,2025-05-13,2025-06-06,24,0.52734846,0.4335994,-0.09374906,0.3820467464882567
JD,2025-05-13,2025-05-30,17,0.4687553,0.42481044,-0.043944859999999974,0.4213123956361079
KR,2025-06-20,2025-07-25,35,0.26221442,0.31030962,0.048095200000000005,0.7417268921084378
KR,2025-06-20,2025-07-18,28,0.26563233,0.24439232,-0.02124001000000003,0.7417268921084378
KR,2025-06-20,2025-07-11,21,0.27661857,0.25342545,-0.02319312000000001,0.7417268921084378
KR,2025-06-20,2025-07-03,13,0.33399102,0.2736889,-0.060302120000000015,0.7417268921084378
KR,2025-06-20,2025-06-27,7,0.34180346,0.20508607,-0.13671739,0.7417268921084378
CMI,2025-05-05,2025-06-20,46,0.33606622,0.3369817,0.0009154799999999685,0.2903490303711687
CMI,2025-05-05,2025-05-16,11,0.43927562,0.36963522,-0.06964039999999999,0.39887647229409506
GLW,2025-04-29,2025-05-30,31,0.33545586,0.33594415,0.0004882900000000023,0.2121097950946442
GLW,2025-04-29,2025-05-23,24,0.42041594,0.40234974,-0.018066199999999977,0.20258319312528378
GLW,2025-04-29,2025-05-16,17,0.3930725,0.36817038,-0.024902119999999972,0.2289767878154584
GLW,2025-04-29,2025-05-09,10,0.36426416,0.39844352,0.03417935999999999,0.16420091328285083
GLW,2025-04-29,2025-05-02,3,0.45313048,0.47852084,0.02539036,0.15258884892278393
FICO,2025-04-29,2025-05-16,17,0.51988703,0.36855185,-0.15133518,0.17605639394044065
FERG,2025-06-03,2025-07-18,45,0.27832752,0.28607893,0.007751410000000014,0.6917285872404515
FERG,2025-06-03,2025-06-20,17,0.2887034,0.48010772,0.19140432000000002,0.717298466201468
CCEP,2025-06-27,2025-07-18,21,0.2199785,0.25342545,0.03344695,
IDXX,2025-05-01,2025-06-20,50,0.37158832,0.37183246,0.0002441399999999483,0.3118611110392522
IDXX,2025-05-01,2025-05-16,15,0.33154964,0.30921102,-0.022338619999999976,0.4171204799899846
TTWO,2025-05-15,2025-06-27,43,0.39050904,0.2636182,-0.12689083999999995,0.2569401272145485
TTWO,2025-05-15,2025-06-20,36,0.39160764,0.3638369,-0.02777073999999996,0.25949758349837676
TTWO,2025-05-15,2025-06-13,29,0.41968355,0.32111275,-0.09857080000000001,0.2549146317088569
TTWO,2025-05-15,2025-06-06,22,0.36426416,0.2796703,-0.08459386000000002,0.2829271939636494
TTWO,2025-05-15,2025-05-30,15,0.47571325,0.27820545,-0.19750779999999996,0.3375915149562418
TTWO,2025-05-15,2025-05-23,8,0.5612837,0.2899241,-0.27135960000000003,0.4193301226231965
TTWO,2025-05-15,2025-05-16,1,1.021001,0.28760478,-0.73339622,0.4119178680859071
EXC,2025-05-01,2025-06-20,50,0.1840902,0.20996884,0.02587863999999998,0.21031968029115763
EXC,2025-05-01,2025-05-16,15,0.17334811,0.23487093,0.061522820000000006,0.27331059064079627
ALNY,2025-05-01,2025-06-20,50,0.43720046,0.3917297,-0.04547076,0.4155511240806817
ALNY,2025-05-01,2025-05-16,15,0.40698835,0.3491276,-0.057860750000000016,0.6532591710949777
OXY,2025-05-07,2025-06-20,44,0.432867,0.38403937,-0.04882763000000001,0.33374456160556354
OXY,2025-05-07,2025-06-06,30,0.4731498,0.41162696,-0.06152284000000002,0.35091258081523613
OXY,2025-05-07,2025-05-30,23,0.43506426,0.39942008,-0.03564417999999997,0.33819265757778405
OXY,2025-05-07,2025-05-23,16,0.45996633,0.44092357,-0.019042759999999992,0.3723511912404742
OXY,2025-05-07,2025-05-16,9,0.50488776,0.38526005,-0.11962771,0.4238481688458625
OXY,2025-05-07,2025-05-09,2,0.54883265,0.31250688,-0.23632577000000005,0.5414897195983892
ROST,2025-05-22,2025-06-27,36,0.33313656,0.26599854,-0.06713802000000002,0.41201422264483195
ROST,2025-05-22,2025-06-20,29,0.36524072,0.22559369,-0.13964703,0.421457515457319
ROST,2025-05-22,2025-06-13,22,0.3570621,0.19251296,-0.16454913999999998,0.47588356786067454
ROST,2025-05-22,2025-06-06,15,0.40454698,0.25855234,-0.14599464,0.5796171632533763
ROST,2025-05-22,2025-05-30,8,0.49756363,0.27637443,-0.22118919999999997,0.803297289090895
ROST,2025-05-22,2025-05-23,1,1.0053761,0.16016465,-0.8452114500000001,1.1317766409760168
FIS,2025-05-06,2025-05-30,24,0.2717358,0.2563551,-0.015380700000000025,0.2690728556853227
FIS,2025-05-06,2025-05-23,17,0.27539787,0.2551344,-0.020263470000000006,0.26615481619793263
FIS,2025-05-06,2025-05-09,3,0.365729,0.3203193,-0.04540970000000005,0.41340182917621954
CBRE,2025-04-24,2025-05-16,22,0.45068908,0.36231107,-0.08837801,0.2926021565397221
VRSK,2025-05-07,2025-06-20,44,0.2896189,0.23914336,-0.05047554000000001,0.18827809437364101
VRSK,2025-05-07,2025-05-16,9,0.26599854,0.36109036,0.09509182,0.3140842837528803
AME,2025-05-01,2025-06-20,50,0.33814138,0.24164577,-0.09649560999999998,0.1930465084865131
AME,2025-05-01,2025-05-16,15,0.31018755,0.31543654,0.005248990000000009,0.24570677825375675
YUM,2025-04-30,2025-07-18,79,0.22736369,0.20447573,-0.022887960000000013,0.15395601903643638
YUM,2025-04-30,2025-06-20,51,0.31299517,0.21338677,-0.09960839999999999,0.14836943988170098
YUM,2025-04-30,2025-05-16,16,0.24549094,0.24219508,-0.003295859999999984,0.17308410598726406
WPM,2025-05-08,2025-06-20,43,0.37695935,0.36011383,-0.016845520000000003,0.4192083269007662
WPM,2025-05-08,2025-06-06,29,0.3791566,0.3823304,0.0031738000000000044,0.4934349091595656
WPM,2025-05-08,2025-05-23,15,0.40772077,0.43457597,0.026855199999999968,0.5849165939800299
WPM,2025-05-08,2025-05-16,8,0.4296932,0.37500626,-0.05468694000000002,0.7043868496889382
WPM,2025-05-08,2025-05-09,1,0.59961337,0.42188078,-0.17773259000000002,0.7743858777905132
IMO,2025-05-02,2025-06-20,49,0.39160764,0.29321995,-0.09838768999999997,0.20263120448239552
IMO,2025-05-02,2025-05-16,14,0.6279334,0.37695935,-0.25097404999999995,0.20256803237498328
GRMN,2025-04-30,2025-06-20,51,0.35718417,0.29810274,-0.059081430000000046,0.3226957563629808
GRMN,2025-04-30,2025-05-16,16,0.3068917,0.34229174,0.03540004000000002,0.47172489108779647
HMC,2025-05-13,2025-06-20,38,0.35449865,0.30322963,-0.051269020000000054,0.26623702304553964
FANG,2025-05-05,2025-06-20,46,0.38843384,0.4249325,0.036498660000000016,0.34243414317161314
FANG,2025-05-05,2025-06-06,32,0.43189046,0.37146625,-0.06042420999999998,0.3470011177801347
FANG,2025-05-05,2025-05-30,25,0.4530084,0.44006908,-0.012939319999999976,0.3183946013269835
FANG,2025-05-05,2025-05-16,11,0.48120636,0.5161181,0.034911740000000024,0.4008896702606418
FANG,2025-05-05,2025-05-09,4,0.6054727,0.5034229,-0.10204979999999997,0.48874835864000477
CVNA,2025-05-07,2025-06-20,44,0.7477442,0.5902751,-0.15746909999999992,0.5645408492761851
CVNA,2025-05-07,2025-06-13,37,0.7912008,0.5605513,-0.23064950000000006,0.5769170199822073
CVNA,2025-05-07,2025-06-06,30,0.8143329,0.584782,-0.2295509,0.516248314482191
